guide	gene	plasmid	PolM_KO	PolM_KO_hPOLM	PolM_WT	PolQ_WT	PolQ_KO_hPOLQ	PolQ_KO
mDDR_471	Crebbp	1679	1149	29	1666	1649	596	1474
mDDR_472	Crebbp	4366	3533	71	4591	2947	1180	2466
mDDR_473	Crebbp	2773	1493	54	1805	1906	821	1760
mDDR_474	Crebbp	1239	675	9	989	740	170	480
mDDR_475	Crebbp	1993	1444	40	2591	1944	603	1015
mDDR_476	Crebbp	1439	906	33	645	1101	517	675
mDDR_477	Crebbp	3559	1138	22	2041	1492	369	917
mDDR_478	Crebbp	1348	657	27	1346	1411	424	755
mDDR_479	Crebbp	1206	958	15	1021	1122	287	517
mDDR_480	Crebbp	1162	397	26	1586	829	324	918
mDDR_481	Cul4a	1283	840	22	1727	2057	683	1520
mDDR_482	Cul4a	1044	540	31	1034	1032	254	406
mDDR_483	Cul4a	704	250	14	685	835	283	538
mDDR_484	Cul4a	1468	859	32	941	919	456	809
mDDR_485	Cul4a	3991	3160	53	3982	2274	1048	1683
mDDR_486	Cul4a	1739	794	30	1069	825	256	369
mDDR_487	Cul4a	2163	1342	40	1821	1964	645	1006
mDDR_488	Cul4a	1696	974	27	1553	1681	528	538
mDDR_489	Cul4a	2703	982	40	2147	1976	621	897
mDDR_490	Cul4a	3149	1665	29	1266	1264	439	733
mDDR_491	Cul5	1793	1099	26	1807	1515	670	1129
mDDR_492	Cul5	409	562	7	630	67	106	357
mDDR_493	Cul5	2724	1744	56	3170	1786	606	1535
mDDR_494	Cul5	1838	572	17	866	855	264	613
mDDR_495	Cul5	3393	1426	32	2018	1682	727	1081
mDDR_496	Cul5	1983	1132	74	1855	1380	543	959
mDDR_497	Cul5	345	86	0	288	138	23	57
mDDR_498	Cul5	935	484	17	688	294	108	184
mDDR_499	Cul5	1435	603	25	621	715	256	403
mDDR_500	Cul5	873	525	16	416	387	243	236
mDDR_501	Dclre1a	279	151	0	574	221	114	74
mDDR_502	Dclre1a	2734	841	44	2603	1309	596	1216
mDDR_503	Dclre1a	2332	1443	45	1942	1757	677	1382
mDDR_504	Dclre1a	2198	816	29	1579	1023	307	430
mDDR_505	Dclre1a	1654	757	25	1795	1116	524	690
mDDR_506	Dclre1a	1729	730	26	1774	940	262	957
mDDR_507	Dclre1a	1473	660	26	768	648	323	548
mDDR_508	Dclre1a	2853	1477	36	1577	1440	379	1141
mDDR_509	Dclre1a	2240	884	26	1422	1297	623	1161
mDDR_510	Dclre1a	830	444	9	882	826	233	653
mDDR_511	Dclre1b	2635	1068	21	1472	1291	605	977
mDDR_512	Dclre1b	1767	742	15	1779	1428	459	813
mDDR_513	Dclre1b	1164	263	10	356	791	322	563
mDDR_514	Dclre1b	2574	268	7	609	1221	158	415
mDDR_515	Dclre1b	1756	566	19	488	1284	297	431
mDDR_516	Dclre1b	1494	568	17	707	794	159	515
mDDR_517	Dclre1b	788	117	3	451	578	115	253
mDDR_518	Dclre1b	2452	1213	42	3837	2887	912	2017
mDDR_519	Dclre1b	2407	1775	22	2365	1418	659	1661
mDDR_520	Dclre1b	1642	429	33	2232	1353	462	985
mDDR_521	Dclre1c	3612	1091	33	929	1499	433	916
mDDR_522	Dclre1c	4295	2074	71	3641	3406	1282	1889
mDDR_523	Dclre1c	2369	1066	36	1387	1594	478	604
mDDR_524	Dclre1c	1746	556	29	1020	1433	457	679
mDDR_525	Dclre1c	2236	1263	28	2155	1656	543	880
mDDR_526	Dclre1c	815	295	11	1205	784	237	463
mDDR_527	Dclre1c	1468	744	23	883	838	354	811
mDDR_528	Dclre1c	1495	720	23	2438	1522	513	937
mDDR_529	Dclre1c	1184	561	18	752	959	320	319
mDDR_530	Dclre1c	2406	706	29	2408	2231	737	1533
mDDR_531	Ddb1	1489	194	6	181	388	96	258
mDDR_532	Ddb1	2798	487	21	738	1343	629	797
mDDR_533	Ddb1	2957	1898	61	3386	2230	783	2377
mDDR_534	Ddb1	2220	39	10	127	638	218	294
mDDR_535	Ddb1	2777	51	12	812	788	278	537
mDDR_536	Ddb1	1178	109	1	410	193	116	161
mDDR_537	Ddb1	1213	541	17	283	645	211	261
mDDR_538	Ddb1	1594	154	8	129	475	103	192
mDDR_539	Ddb1	3638	858	45	1550	1462	455	916
mDDR_540	Ddb1	2071	262	9	272	743	106	494
mDDR_541	Ddb2	4078	2334	56	3820	3040	1435	2028
mDDR_542	Ddb2	3404	1875	69	2547	2212	898	1609
mDDR_543	Ddb2	2064	1209	41	1780	1394	554	1042
mDDR_544	Ddb2	2748	818	32	1958	1321	454	1051
mDDR_545	Ddb2	414	257	8	143	403	51	218
mDDR_546	Ddb2	2784	1000	26	1698	1256	525	1295
mDDR_547	Ddb2	2428	854	21	1857	1006	387	536
mDDR_548	Ddb2	3380	1996	58	3416	3120	1303	2480
mDDR_549	Ddb2	607	427	14	671	733	201	446
mDDR_550	Ddb2	1719	1051	23	1247	1294	368	1031
mDDR_551	Ddx1	3830	398	29	218	1014	212	718
mDDR_552	Ddx1	2539	206	19	513	803	236	357
mDDR_553	Ddx1	711	527	15	833	588	184	413
mDDR_554	Ddx1	1837	614	26	1648	1099	272	521
mDDR_555	Ddx1	1019	71	19	317	447	174	247
mDDR_556	Ddx1	2706	1879	46	3299	2240	821	1686
mDDR_557	Ddx1	1867	402	12	874	1173	325	392
mDDR_558	Ddx1	3673	508	46	1387	2133	799	1193
mDDR_559	Ddx1	2286	1970	34	1709	1754	721	1395
mDDR_560	Ddx1	953	227	9	606	499	161	216
mDDR_561	Dkc1	797	27	7	191	263	136	155
mDDR_562	Dkc1	2862	27	2	146	317	53	183
mDDR_563	Dkc1	1423	51	11	108	476	86	196
mDDR_564	Dkc1	1353	93	14	14	428	56	197
mDDR_565	Dkc1	1403	333	7	230	493	123	508
mDDR_566	Dkc1	4103	299	26	462	1219	317	626
mDDR_567	Dkc1	1614	82	5	115	481	233	311
mDDR_568	Dkc1	1077	8	2	91	237	59	155
mDDR_569	Dkc1	1311	42	10	158	257	63	142
mDDR_570	Dkc1	1895	882	28	1952	1550	548	1102
mDDR_571	Dmc1	1613	1085	30	1626	1508	550	1154
mDDR_572	Dmc1	1581	453	30	1843	1550	473	750
mDDR_573	Dmc1	2094	1289	24	2263	1601	558	1466
mDDR_574	Dmc1	2796	1030	15	952	979	506	791
mDDR_575	Dmc1	2386	1230	34	2596	1918	640	851
mDDR_576	Dmc1	2824	1696	33	2391	1943	615	1887
mDDR_577	Dmc1	4679	3228	92	4368	3356	1147	2978
mDDR_578	Dmc1	1598	586	12	1165	819	337	795
mDDR_579	Dmc1	2164	879	31	1758	1606	559	850
mDDR_580	Dmc1	722	332	8	557	510	282	397
mDDR_581	Dna2	381	234	12	482	213	67	89
mDDR_582	Dna2	686	227	11	625	549	201	346
mDDR_583	Dna2	2013	319	15	547	1146	226	472
mDDR_584	Dna2	1877	403	22	883	970	404	734
mDDR_585	Dna2	2038	155	12	255	885	200	373
mDDR_586	Dna2	1417	265	6	599	430	129	250
mDDR_587	Dna2	3378	443	20	810	908	367	804
mDDR_588	Dna2	1002	83	13	164	304	86	250
mDDR_589	Dna2	2907	734	27	1030	1600	535	1011
mDDR_590	Dna2	2004	136	23	543	660	240	436
mDDR_591	Dnmt1	876	315	12	435	594	153	328
mDDR_592	Dnmt1	1057	206	14	674	653	339	480
mDDR_593	Dnmt1	1898	522	35	865	1015	370	464
mDDR_594	Dnmt1	1071	632	31	1017	1039	207	466
mDDR_595	Dnmt1	2072	488	24	879	1063	275	476
mDDR_596	Dnmt1	1855	447	13	693	871	224	509
mDDR_597	Dnmt1	1359	469	17	360	969	271	453
mDDR_598	Dnmt1	283	56	0	333	198	61	217
mDDR_599	Dnmt1	534	1	1	238	155	17	54
mDDR_600	Dnmt1	2083	1292	34	2522	1952	441	1312
mDDR_601	Dnmt3a	1327	547	10	1323	1122	320	489
mDDR_602	Dnmt3a	1938	726	13	1482	1352	542	932
mDDR_603	Dnmt3a	1366	757	19	1539	1095	430	1081
mDDR_604	Dnmt3a	3018	801	32	1988	1439	528	930
mDDR_605	Dnmt3a	1768	875	29	1133	1145	516	546
mDDR_606	Dnmt3a	2122	1178	48	2790	1784	568	1014
mDDR_607	Dnmt3a	1450	171	5	78	324	98	196
mDDR_608	Dnmt3a	2197	775	46	2199	1679	779	1050
mDDR_609	Dnmt3a	2996	1199	35	2104	2029	705	1195
mDDR_610	Dnmt3a	1614	439	34	828	1249	481	822
mDDR_611	Dnmt3b	3001	1874	54	3990	3026	1067	2144
mDDR_612	Dnmt3b	2376	254	12	462	882	250	441
mDDR_613	Dnmt3b	1941	1516	33	1950	2248	601	924
mDDR_614	Dnmt3b	1514	596	35	1460	1610	506	732
mDDR_615	Dnmt3b	1283	992	26	1195	980	496	530
mDDR_616	Dnmt3b	1835	750	19	978	1145	445	665
mDDR_617	Dnmt3b	870	300	14	585	814	327	457
mDDR_618	Dnmt3b	2881	1017	42	1926	2138	847	1452
mDDR_619	Dnmt3b	1035	784	28	1794	1065	357	1001
mDDR_620	Dnmt3b	3101	1277	49	1892	1532	782	1063
mDDR_621	Dut	2266	255	3	248	317	127	340
mDDR_622	Dut	2601	46	9	564	488	132	210
mDDR_623	Dut	643	493	16	624	537	303	246
mDDR_624	Dut	1230	1	2	131	234	39	86
mDDR_625	Dut	783	181	5	345	245	109	230
mDDR_626	Dut	471	15	0	72	248	62	93
mDDR_627	Dut	1437	429	10	626	368	207	485
mDDR_628	Dut	810	0	5	108	153	22	82
mDDR_629	Dut	1946	762	30	1547	931	490	427
mDDR_630	Dut	2095	877	31	974	1882	518	980
mDDR_631	E2f1	1428	1161	10	1417	838	418	710
mDDR_632	E2f1	2422	418	11	1038	626	388	477
mDDR_633	E2f1	1826	705	15	1010	850	365	548
mDDR_634	E2f1	1483	370	15	1005	1033	405	768
mDDR_635	E2f1	2376	1236	38	1914	1409	455	1133
mDDR_636	E2f1	1376	114	9	873	723	232	342
mDDR_637	E2f1	1984	887	27	1872	1538	539	1192
mDDR_638	E2f1	3327	1705	44	2898	2753	987	1663
mDDR_639	E2f1	2209	946	40	1949	1591	736	1261
mDDR_640	E2f1	2636	1216	34	2465	2028	899	1403
mDDR_641	Efhd2	1287	556	22	1336	1188	507	957
mDDR_642	Efhd2	1686	564	39	2211	1390	935	1154
mDDR_643	Efhd2	1330	668	28	1351	1384	369	1095
mDDR_644	Efhd2	2082	767	33	1640	1391	610	1311
mDDR_645	Efhd2	2068	859	38	855	1632	438	1058
mDDR_646	Efhd2	1792	903	17	1175	1151	470	928
mDDR_647	Efhd2	2722	984	47	2130	2052	570	1147
mDDR_648	Efhd2	1141	437	9	1099	812	292	739
mDDR_649	Efhd2	1652	728	31	1520	1789	689	1666
mDDR_650	Efhd2	2002	871	28	1171	1714	560	1028
mDDR_651	Eme1	2194	1112	52	1537	1771	484	1446
mDDR_652	Eme1	2143	1649	22	1797	1132	456	541
mDDR_653	Eme1	2627	1458	25	2354	1298	600	791
mDDR_654	Eme1	2360	816	48	1739	1819	745	1522
mDDR_655	Eme1	3026	1734	42	1580	1550	669	1523
mDDR_656	Eme1	2138	758	15	1145	978	490	813
mDDR_657	Eme1	2528	817	43	1571	1632	755	1564
mDDR_658	Eme1	1280	462	19	690	573	162	593
mDDR_659	Eme1	2458	669	26	1528	1086	381	836
mDDR_660	Eme1	2347	845	18	1115	1159	517	1124
mDDR_661	Eme2	2046	1337	25	2998	1521	530	914
mDDR_662	Eme2	2410	923	36	1200	1714	531	958
mDDR_663	Eme2	1094	872	21	914	1327	288	616
mDDR_664	Eme2	3914	2141	55	2880	2373	833	1744
mDDR_665	Eme2	2234	991	35	1325	1447	490	1008
mDDR_666	Eme2	1507	421	16	1026	938	416	714
mDDR_667	Eme2	1974	1089	30	1260	1778	455	1058
mDDR_668	Eme2	2304	1549	39	1772	2003	783	1313
mDDR_669	Eme2	1730	615	21	2070	966	655	883
mDDR_670	Eme2	1546	713	21	1143	988	571	990
mDDR_671	Endov	1442	422	30	1622	1613	573	927
mDDR_672	Endov	1272	621	16	2220	1087	399	926
mDDR_673	Endov	2254	1243	37	2777	1603	641	1523
mDDR_674	Endov	2561	1466	35	1807	1751	717	984
mDDR_675	Endov	2633	1478	33	2110	1838	668	1140
mDDR_676	Endov	3670	1293	41	2260	2424	941	1070
mDDR_677	Endov	2493	1245	47	1663	1806	636	1267
mDDR_678	Endov	2669	901	23	2056	1207	522	1081
mDDR_679	Endov	2313	2212	39	3523	1976	769	1461
mDDR_680	Endov	1770	805	27	1809	1128	391	753
mDDR_681	Ep300	1737	817	57	2129	1307	393	1889
mDDR_682	Ep300	1045	359	31	1010	548	186	930
mDDR_683	Ep300	3287	3043	76	4614	2054	870	2227
mDDR_684	Ep300	1678	1170	84	4319	1993	663	1451
mDDR_685	Ep300	2130	1693	42	4393	1641	513	2286
mDDR_686	Ep300	406	129	17	664	87	42	271
mDDR_687	Ep300	1151	335	21	1249	803	350	860
mDDR_688	Ep300	2059	1012	48	1485	1470	422	1001
mDDR_689	Ep300	3074	1908	50	4004	2183	934	1922
mDDR_690	Ep300	2642	1393	53	2961	1886	682	2270
mDDR_691	Ercc1	1007	429	6	489	553	286	447
mDDR_692	Ercc1	1464	395	19	687	773	294	597
mDDR_693	Ercc1	2249	1355	23	2043	1512	480	1030
mDDR_694	Ercc1	1488	640	24	1359	755	347	615
mDDR_695	Ercc1	2470	238	23	910	896	228	365
mDDR_696	Ercc1	2256	839	32	1368	1542	552	750
mDDR_697	Ercc1	3458	1552	56	2385	1838	743	2076
mDDR_698	Ercc1	953	61	0	111	326	108	252
mDDR_699	Ercc1	2521	1634	43	1959	2485	962	2367
mDDR_700	Ercc1	3128	526	28	906	1069	479	714
mDDR_701	Ercc2	1280	40	5	125	198	101	126
mDDR_702	Ercc2	944	9	3	59	325	54	59
mDDR_703	Ercc2	2786	521	8	1838	1203	546	788
mDDR_704	Ercc2	3297	237	23	1310	1578	468	1049
mDDR_705	Ercc2	1922	604	25	901	580	266	516
mDDR_706	Ercc2	861	419	20	640	842	229	566
mDDR_707	Ercc2	1241	225	3	515	279	73	239
mDDR_708	Ercc2	2784	1169	43	1100	1654	699	1040
mDDR_709	Ercc2	3180	798	57	1362	2228	695	1771
mDDR_710	Ercc2	3905	2901	76	4829	3105	1532	3188
mDDR_711	Ercc3	1255	827	8	986	410	118	323
mDDR_712	Ercc3	1037	724	23	1032	1148	404	734
mDDR_713	Ercc3	2452	63	7	92	479	90	178
mDDR_714	Ercc3	2190	408	17	866	735	179	462
mDDR_715	Ercc3	1360	207	5	563	592	141	357
mDDR_716	Ercc3	1886	658	24	1054	1116	326	689
mDDR_717	Ercc3	1202	261	17	1388	954	452	708
mDDR_718	Ercc3	1791	160	27	569	912	253	497
mDDR_719	Ercc3	1511	181	22	460	1562	192	607
mDDR_720	Ercc3	2039	537	32	694	1078	362	493
mDDR_721	Ercc4	1686	961	45	1811	1527	661	1136
mDDR_722	Ercc4	4570	2338	59	2674	2925	1200	1646
mDDR_723	Ercc4	2639	1321	25	1452	1247	328	700
mDDR_724	Ercc4	1708	834	29	971	927	317	683
mDDR_725	Ercc4	2166	1065	19	1141	1479	452	1193
mDDR_726	Ercc4	1933	1146	34	1238	1755	832	1612
mDDR_727	Ercc4	2307	1182	19	1599	1406	353	1224
mDDR_728	Ercc4	2030	1058	51	1307	2107	652	701
mDDR_729	Ercc4	2446	1130	28	1429	1503	457	786
mDDR_730	Ercc4	1836	838	38	2659	1390	546	1002
mDDR_731	Ercc5	688	268	9	1225	527	213	281
mDDR_732	Ercc5	1812	961	20	835	1255	520	670
mDDR_733	Ercc5	2044	1072	33	2562	1906	864	1541
mDDR_734	Ercc5	2557	920	47	3703	1697	494	888
mDDR_735	Ercc5	2782	779	49	2090	1927	705	1112
mDDR_736	Ercc5	3174	1869	51	3054	2086	1090	1073
mDDR_737	Ercc5	1968	768	27	1077	1160	387	539
mDDR_738	Ercc5	1891	1235	32	1335	1303	544	851
mDDR_739	Ercc5	2077	1210	27	1771	1681	540	711
mDDR_740	Ercc5	1577	837	37	1269	1256	571	843
mDDR_741	Ercc6	1737	801	22	2281	1366	397	575
mDDR_742	Ercc6	1354	625	19	2045	1182	416	563
mDDR_743	Ercc6	3097	1238	48	1555	1733	841	1363
mDDR_744	Ercc6	1334	618	18	699	1147	241	463
mDDR_745	Ercc6	1302	860	30	1277	830	356	658
mDDR_746	Ercc6	1369	707	26	545	725	348	512
mDDR_747	Ercc6	160	30	2	155	149	74	193
mDDR_748	Ercc6	1165	642	8	1690	1171	397	1040
mDDR_749	Ercc6	2724	1385	46	3255	2082	856	1204
mDDR_750	Ercc6	3100	1849	36	1771	1549	612	1620
mDDR_751	Ercc8	2052	1021	32	1652	1397	519	1237
mDDR_752	Ercc8	2714	1724	26	1887	1574	449	889
mDDR_753	Ercc8	2403	1627	37	1486	1710	554	1188
mDDR_754	Ercc8	1322	555	27	1431	1318	360	831
mDDR_755	Ercc8	592	93	1	560	211	87	252
mDDR_756	Ercc8	1955	1296	31	2400	2016	775	1642
mDDR_757	Ercc8	1630	1035	29	1557	1545	530	1054
mDDR_758	Ercc8	1216	660	14	1813	993	414	650
mDDR_759	Ercc8	2501	1478	48	2042	1992	570	1439
mDDR_760	Ercc8	1369	853	16	2240	1202	439	982
mDDR_761	Exo1	3762	1757	27	2820	1554	773	1634
mDDR_762	Exo1	2499	995	41	1718	2246	863	1245
mDDR_763	Exo1	1827	907	22	1893	1006	553	849
mDDR_764	Exo1	1016	1020	24	663	794	210	614
mDDR_765	Exo1	1595	849	22	998	1015	412	696
mDDR_766	Exo1	1206	709	30	946	1354	538	949
mDDR_767	Exo1	1775	977	29	1818	1535	443	1076
mDDR_768	Exo1	3020	2861	49	2784	3593	954	1922
mDDR_769	Exo1	950	580	13	1361	636	385	545
mDDR_770	Exo1	1723	589	41	1324	1583	515	812
mDDR_771	Fam175a	1662	902	24	1385	1452	451	880
mDDR_772	Fam175a	769	502	11	947	1141	202	552
mDDR_773	Fam175a	2044	850	23	1021	1054	560	624
mDDR_774	Fam175a	1257	1297	27	835	947	371	935
mDDR_775	Fam175a	2903	2012	59	3372	2579	949	2172
mDDR_776	Fam175a	2002	348	14	1045	975	203	372
mDDR_777	Fam175a	1786	1044	38	1142	1698	644	1324
mDDR_778	Fam175a	2759	1554	26	2462	2184	836	1587
mDDR_779	Fam175a	1829	1097	29	1789	907	357	707
mDDR_780	Fam175a	1136	685	8	926	897	239	717
mDDR_781	Fan1	3331	1923	67	3667	2974	1428	2536
mDDR_782	Fan1	1990	760	26	1065	1136	378	840
mDDR_783	Fan1	992	97	12	686	363	179	479
mDDR_784	Fan1	1579	385	22	1858	828	306	625
mDDR_785	Fan1	1694	605	16	804	1247	264	686
mDDR_786	Fan1	2996	949	44	1851	1483	502	890
mDDR_787	Fan1	1275	822	41	1671	1200	512	858
mDDR_788	Fan1	2464	1232	27	2434	2180	639	1313
mDDR_789	Fan1	2006	718	28	1475	1523	493	844
mDDR_790	Fan1	2942	1264	39	2333	1827	619	1362
mDDR_791	Fanca	1189	943	27	1365	1263	524	1096
mDDR_792	Fanca	752	218	13	1248	664	340	791
mDDR_793	Fanca	417	100	5	81	446	130	371
mDDR_794	Fanca	2118	919	29	2184	1764	583	1288
mDDR_795	Fanca	1797	459	23	993	1007	377	1124
mDDR_796	Fanca	2473	1082	51	1323	1548	625	1397
mDDR_797	Fanca	1839	760	27	2346	1632	604	1108
mDDR_798	Fanca	1812	667	22	1213	1091	330	867
mDDR_799	Fanca	758	230	13	482	705	114	419
mDDR_800	Fanca	1366	494	28	1309	1437	630	1158
mDDR_801	Fancb	1676	289	17	365	374	173	315
mDDR_802	Fancb	4562	2348	45	2893	2776	1040	1893
mDDR_803	Fancb	1828	1318	29	1880	1383	499	1241
mDDR_804	Fancb	1057	281	12	958	687	352	460
mDDR_805	Fancb	789	307	8	807	634	292	626
mDDR_806	Fancb	657	309	10	736	742	278	216
mDDR_807	Fancb	197	108	3	253	181	61	139
mDDR_808	Fancb	2062	1223	36	2737	1887	648	1262
mDDR_809	Fancb	479	337	5	491	289	109	276
mDDR_810	Fancb	563	154	11	626	340	165	629
mDDR_811	Fancc	2220	1196	28	1805	1488	536	1341
mDDR_812	Fancc	1513	510	7	472	743	170	380
mDDR_813	Fancc	1701	1013	24	1157	977	280	608
mDDR_814	Fancc	3037	1282	35	2997	2029	578	1043
mDDR_815	Fancc	2501	1800	87	3364	2994	1035	2308
mDDR_816	Fancc	2540	1527	45	2235	1665	688	1417
mDDR_817	Fancc	3074	1210	38	2253	2326	887	1118
mDDR_818	Fancc	1579	876	35	1838	1324	540	885
mDDR_819	Fancc	889	479	10	719	638	186	220
mDDR_820	Fancc	1770	880	16	1616	1233	293	824
mDDR_821	Fancd2	1360	679	27	1879	1093	482	1027
mDDR_822	Fancd2	2329	1310	37	2491	1907	587	1203
mDDR_823	Fancd2	1223	832	15	1084	1154	435	678
mDDR_824	Fancd2	2761	881	36	1946	1689	590	1312
mDDR_825	Fancd2	914	625	13	643	490	217	394
mDDR_826	Fancd2	957	342	8	354	550	286	446
mDDR_827	Fancd2	2171	956	52	1559	1962	594	1369
mDDR_828	Fancd2	933	726	15	922	1270	400	899
mDDR_829	Fancd2	2138	783	29	2010	1807	568	1060
mDDR_830	Fancd2	1195	392	34	1507	1086	545	1292
mDDR_831	Fance	1711	879	25	2208	1359	583	1198
mDDR_832	Fance	1261	529	10	1112	811	416	558
mDDR_833	Fance	1599	419	15	488	1247	269	346
mDDR_834	Fance	4221	727	44	1740	1657	454	1288
mDDR_835	Fance	564	330	3	1116	939	312	375
mDDR_836	Fance	2684	1372	49	2428	2044	714	1357
mDDR_837	Fance	734	343	14	520	394	180	459
mDDR_838	Fance	1358	640	18	962	1141	291	700
mDDR_839	Fance	1408	535	23	1292	1174	243	688
mDDR_840	Fance	1262	1192	23	1523	1163	417	953
mDDR_841	Fancf	1731	833	30	1614	1612	240	626
mDDR_842	Fancf	2383	1180	48	2177	1310	531	959
mDDR_843	Fancf	3105	1928	64	3538	2439	964	1952
mDDR_844	Fancf	1164	487	10	1020	1114	379	611
mDDR_845	Fancf	1100	574	13	1284	898	374	572
mDDR_846	Fancf	2429	1199	41	2334	2412	936	1754
mDDR_847	Fancf	2107	1047	38	2234	1614	616	1812
mDDR_848	Fancf	1617	1056	35	1627	1228	553	812
mDDR_849	Fancf	2185	1834	36	2126	2555	829	1784
mDDR_850	Fancf	1560	851	21	1442	1115	574	1003
mDDR_851	Fancg	2770	696	45	1459	1731	579	1382
mDDR_852	Fancg	1910	1492	27	1199	1306	442	1362
mDDR_853	Fancg	736	333	8	677	576	122	337
mDDR_854	Fancg	1324	677	20	854	918	193	412
mDDR_855	Fancg	3099	1751	52	2597	2090	758	1510
mDDR_856	Fancg	3003	1844	38	2472	2502	1035	2069
mDDR_857	Fancg	1215	367	12	467	712	435	482
mDDR_858	Fancg	1875	463	24	1393	1211	436	921
mDDR_859	Fancg	1638	812	22	794	914	299	456
mDDR_860	Fancg	2315	972	32	1911	1489	551	751
mDDR_861	Fanci	953	452	22	799	1044	293	660
mDDR_862	Fanci	4244	1870	45	4016	3144	1411	2553
mDDR_863	Fanci	2446	1596	47	2269	2210	818	1645
mDDR_864	Fanci	2325	595	16	925	704	255	566
mDDR_865	Fanci	4037	2229	62	2798	2975	972	1875
mDDR_866	Fanci	1969	395	23	895	728	269	434
mDDR_867	Fanci	2514	1161	34	1698	1815	704	1364
mDDR_868	Fanci	4798	1592	36	3537	2366	907	1729
mDDR_869	Fanci	1217	713	23	657	689	294	541
mDDR_870	Fanci	1299	400	11	682	430	166	286
mDDR_871	Fancl	1445	698	21	1228	776	289	681
mDDR_872	Fancl	1928	937	20	914	952	527	997
mDDR_873	Fancl	1987	1333	46	1485	1408	560	1108
mDDR_874	Fancl	2247	1005	52	1833	1693	631	965
#mDDR_875	Fancl	4244	1870	45	4016	3144	1411	2553
#mDDR_876	Fancl	4037	2229	62	2798	2975	972	1875
#mDDR_877	Fancl	2514	1161	34	1698	1815	704	1364
#mDDR_878	Fancl	4798	1592	36	3537	2366	907	1729
mDDR_879	Fancl	3391	1983	53	3024	2250	943	1077
mDDR_880	Fancl	1998	896	8	930	1012	208	788
mDDR_881	Fancm	218	100	4	81	64	27	135
mDDR_882	Fancm	878	402	17	748	500	225	604
mDDR_883	Fancm	1202	681	20	777	907	302	860
mDDR_884	Fancm	1923	737	24	1254	967	464	985
mDDR_885	Fancm	2071	921	18	825	1440	502	1390
mDDR_886	Fancm	2013	836	28	1385	1177	489	730
mDDR_887	Fancm	1137	502	28	656	907	247	559
mDDR_888	Fancm	1380	244	8	764	525	137	284
mDDR_889	Fancm	1151	730	32	1310	849	462	735
mDDR_890	Fancm	1641	654	13	1028	1026	365	779
mDDR_891	Fbxo18	1052	313	22	1161	777	312	366
mDDR_892	Fbxo18	1769	705	16	1751	1169	562	608
mDDR_893	Fbxo18	1597	656	38	2247	1344	589	925
mDDR_894	Fbxo18	4018	3123	84	4343	2615	1116	1040
mDDR_895	Fbxo18	1601	848	25	929	942	354	519
mDDR_896	Fbxo18	1303	1157	9	1214	668	283	357
mDDR_897	Fbxo18	1479	808	44	1434	1136	293	654
mDDR_898	Fbxo18	1067	534	21	1318	917	335	376
mDDR_899	Fbxo18	3157	1955	43	2363	2100	826	1509
mDDR_900	Fbxo18	2143	978	34	2336	1738	615	1566
mDDR_901	Fen1	3829	2236	67	3991	3423	1366	2402
mDDR_902	Fen1	1089	88	6	0	215	76	223
mDDR_903	Fen1	1338	207	29	277	373	194	309
mDDR_904	Fen1	948	511	11	805	773	230	445
mDDR_905	Fen1	1461	413	8	190	656	128	379
mDDR_906	Fen1	2910	983	42	1380	2265	850	1667
mDDR_907	Fen1	2808	624	41	815	1168	466	831
mDDR_908	Fen1	2688	486	38	305	881	295	572
mDDR_909	Fen1	2090	1096	37	1562	1652	777	864
mDDR_910	Fen1	2984	929	41	2479	1958	713	1037
mDDR_911	Gadd45a	4251	2537	84	5408	3440	1334	2397
mDDR_912	Gadd45a	2287	1482	41	3033	2036	900	1350
mDDR_913	Gadd45a	2363	812	35	1922	1945	639	1010
mDDR_914	Gadd45a	2342	1441	54	2124	1379	529	1184
mDDR_915	Gadd45a	1645	1288	33	1728	1232	604	988
mDDR_916	Gadd45a	1958	411	25	1575	1116	335	543
mDDR_917	Gadd45a	3485	2216	52	2258	2192	828	1986
mDDR_918	Gadd45a	825	324	11	728	808	234	472
mDDR_919	Gadd45a	2389	754	35	2222	1093	537	1068
mDDR_920	Gadd45a	1823	1345	48	2087	1513	809	1270
mDDR_921	Gen1	2202	811	29	2907	1729	472	916
mDDR_922	Gen1	600	61	4	173	100	48	57
mDDR_923	Gen1	1187	684	20	1073	1130	339	1055
mDDR_924	Gen1	2240	919	44	1706	2089	527	978
mDDR_925	Gen1	5059	2438	85	3723	3537	1118	2171
mDDR_926	Gen1	3601	1688	64	3741	2317	713	1348
mDDR_927	Gen1	3133	2334	47	3163	2603	1084	1646
mDDR_928	Gen1	1696	277	26	541	731	131	547
mDDR_929	Gen1	3116	1897	49	2177	2513	806	2718
mDDR_930	Gen1	704	343	9	597	396	193	456
mDDR_931	Gins1	885	111	2	7	151	21	35
mDDR_932	Gins1	2002	263	6	674	926	236	266
mDDR_933	Gins1	1141	119	6	259	514	140	306
mDDR_934	Gins1	663	327	4	309	497	123	412
mDDR_935	Gins1	1654	757	28	981	829	398	555
mDDR_936	Gins1	2982	2278	60	3205	2737	1000	1527
mDDR_937	Gins1	3385	1394	30	2481	1315	655	1661
mDDR_938	Gins1	3188	116	17	341	972	304	586
mDDR_939	Gins1	3458	1505	34	927	1880	709	1283
mDDR_940	Gins1	1477	106	3	82	270	76	140
