guide	gene	MCF10Awt	MCF10Ako	MCF10Awt_treated	MCF10Ako_treated	L1	L2
A1BG_0	A1BG	1	623	2	255	1189	946
A1BG_1	A1BG	0	0	0	0	3	0
A1BG_2	A1BG	947	2	0	678	1110	716
A1BG_3	A1BG	1050	1083	755	1	1405	1191
A2M_4	A2M	477	864	0	437	975	825
A2M_5	A2M	5	834	0	2	644	532
A2M_6	A2M	906	2910	1674	6	1652	1312
A2M_7	A2M	1829	491	2	1	833	715
NAT1_8	NAT1	5	1134	0	338	742	673
NAT1_9	NAT1	5	858	1131	631	427	275
NAT1_10	NAT1	1	346	584	2	721	677
NAT1_11	NAT1	1	511	0	578	541	430
NAT2_12	NAT2	773	2	0	328	718	646
NAT2_13	NAT2	1	343	0	306	925	471
NAT2_14	NAT2	969	1608	0	427	879	812
NAT2_15	NAT2	0	682	0	941	651	547
SERPINA3_16	SERPINA3	1127	338	0	274	601	459
SERPINA3_17	SERPINA3	705	2	0	679	786	541
SERPINA3_18	SERPINA3	646	211	29	2072	1088	724
SERPINA3_19	SERPINA3	1444	20	0	1	399	430
AADAC_20	AADAC	1	850	0	0	678	643
AADAC_21	AADAC	1576	263	0	764	1262	1100
AADAC_22	AADAC	2	7	973	1	1056	1351
AADAC_23	AADAC	2	492	0	930	1252	904
AAMP_24	AAMP	318	381	0	1	699	770
AAMP_25	AAMP	402	631	0	5	700	393
AAMP_26	AAMP	1	2	0	742	1298	889
AAMP_27	AAMP	1795	1	0	3	1433	1013
AANAT_28	AANAT	9	1596	828	4	1724	1298
AANAT_29	AANAT	1149	137	0	0	1061	878
AANAT_30	AANAT	2099	998	0	552	1437	1217
AANAT_31	AANAT	2	106	2	288	1113	897
AARS_32	AARS	961	618	2	537	1498	1272
AARS_33	AARS	1199	74	0	350	1638	957
AARS_34	AARS	365	278	0	8	1600	1213
AARS_35	AARS	267	157	0	689	1420	899
ABAT_36	ABAT	121	1	534	316	412	293
ABAT_37	ABAT	1	429	516	307	674	609
ABAT_38	ABAT	833	2	0	303	352	180
ABAT_39	ABAT	485	131	0	352	395	273
ABCA1_40	ABCA1	1	0	0	973	640	574
ABCA1_41	ABCA1	524	406	0	0	253	259
ABCA1_42	ABCA1	2	338	0	2	512	442
ABCA1_43	ABCA1	239	984	714	1	811	782
ABCA2_44	ABCA2	161	1	0	1236	289	226
ABCA2_45	ABCA2	423	695	0	1	369	343
ABCA2_46	ABCA2	0	0	0	289	145	116
ABCA2_47	ABCA2	2	1	1004	0	967	619
ABCA3_48	ABCA3	0	143	0	0	506	308
ABCA3_49	ABCA3	261	496	1017	166	1237	984
ABCA3_50	ABCA3	1011	1079	0	0	974	677
ABCA3_51	ABCA3	1441	758	3	329	1670	1167
ABCB7_52	ABCB7	2	269	0	0	473	378
ABCB7_53	ABCB7	844	446	0	552	758	817
ABCB7_54	ABCB7	482	399	0	1161	1164	898
ABCB7_55	ABCB7	1051	238	0	0	529	492
ABCF1_56	ABCF1	1	195	0	1	739	600
ABCF1_57	ABCF1	528	1	750	665	755	565
ABCF1_58	ABCF1	1	200	0	284	956	720
ABCF1_59	ABCF1	492	429	0	273	1134	1011
ABCA4_60	ABCA4	0	0	0	0	326	287
ABCA4_61	ABCA4	895	406	0	0	550	629
ABCA4_62	ABCA4	0	1	0	0	369	307
ABCA4_63	ABCA4	641	0	0	1	457	388
ABL1_64	ABL1	1505	229	160	3	1565	1375
ABL1_65	ABL1	1250	1116	319	489	935	664
ABL1_66	ABL1	337	2	0	598	986	751
ABL1_67	ABL1	1651	1223	641	4	1022	937
AOC1_68	AOC1	0	0	724	1	365	255
AOC1_69	AOC1	2	507	656	654	667	462
AOC1_70	AOC1	0	0	0	0	350	191
AOC1_71	AOC1	1	0	0	1	344	299
ABL2_72	ABL2	0	378	0	222	490	331
ABL2_73	ABL2	527	1	0	317	610	481
ABL2_74	ABL2	310	7	2	1279	678	511
ABL2_75	ABL2	4	1241	0	305	747	681
ABO_76	ABO	373	9	0	551	971	682
ABO_77	ABO	1	301	0	153	309	229
ABO_78	ABO	2	656	1344	99	1020	619
ABO_79	ABO	1339	682	0	0	713	445
ABR_80	ABR	2	395	0	0	634	420
ABR_81	ABR	429	1	0	3	438	288
ABR_82	ABR	345	375	0	3	434	335
ABR_83	ABR	359	166	0	1	726	566
ACAA1_84	ACAA1	670	673	0	142	1151	812
ACAA1_85	ACAA1	406	135	2	1230	590	501
ACAA1_86	ACAA1	1890	406	0	3	760	471
ACAA1_87	ACAA1	570	206	0	638	379	300
ACACA_88	ACACA	1748	943	0	615	829	488
ACACA_89	ACACA	6	72	0	366	1101	812
ACACA_90	ACACA	855	308	0	1	771	608
ACACA_91	ACACA	2180	271	0	46	1555	1216
ACACB_92	ACACB	460	734	0	1	497	265
ACACB_93	ACACB	1196	285	2	0	486	343
ACACB_94	ACACB	6	598	631	0	1029	716
ACACB_95	ACACB	1	38	0	0	511	383
ACADL_96	ACADL	1	186	0	1	378	342
ACADL_97	ACADL	0	292	0	0	517	431
ACADL_98	ACADL	1	1128	2	0	673	485
ACADL_99	ACADL	718	772	0	1	397	295
ACADM_100	ACADM	507	69	0	0	606	439
ACADM_101	ACADM	0	1	0	0	515	308
ACADM_102	ACADM	1172	991	0	358	865	523
ACADM_103	ACADM	1	0	0	0	531	314
ACADS_104	ACADS	1	886	0	1	630	455
ACADS_105	ACADS	0	1	0	0	786	498
ACADS_106	ACADS	0	440	315	0	1104	825
ACADS_107	ACADS	280	226	0	621	1581	1313
ACADSB_108	ACADSB	1	160	0	479	626	422
ACADSB_109	ACADSB	291	442	0	1	484	309
ACADSB_110	ACADSB	1	243	656	0	566	384
ACADSB_111	ACADSB	523	590	0	0	649	660
ACADVL_112	ACADVL	0	0	0	0	408	502
ACADVL_113	ACADVL	0	0	0	345	314	287
ACADVL_114	ACADVL	0	0	0	326	227	123
ACADVL_115	ACADVL	1	906	0	1	557	530
ACAT1_116	ACAT1	1	711	0	0	965	649
ACAT1_117	ACAT1	540	1015	631	1	803	567
ACAT1_118	ACAT1	354	0	0	0	228	200
ACAT1_119	ACAT1	295	240	0	0	245	209
ACAT2_120	ACAT2	2637	163	0	2	500	526
ACAT2_121	ACAT2	374	915	0	0	335	211
ACAT2_122	ACAT2	541	146	0	2	468	374
ACAT2_123	ACAT2	5343	4	2099	2	340	519
ASIC2_124	ASIC2	6	815	0	660	1225	1277
ASIC2_125	ASIC2	302	1	0	0	859	743
ASIC2_126	ASIC2	4	1223	718	2	901	672
ASIC2_127	ASIC2	383	1358	700	586	1352	902
ASIC1_128	ASIC1	1255	143	0	3	932	777
ASIC1_129	ASIC1	1389	465	635	301	1062	943
ASIC1_130	ASIC1	718	1324	555	2	1168	746
ASIC1_131	ASIC1	727	1928	0	753	1600	1552
ACHE_132	ACHE	452	628	0	1	431	348
ACHE_133	ACHE	0	1	0	0	545	441
ACHE_134	ACHE	1	2	666	990	485	305
ACHE_135	ACHE	1	137	0	1	300	200
ACLY_136	ACLY	0	0	0	0	287	166
ACLY_137	ACLY	164	75	0	335	750	607
ACLY_138	ACLY	68	0	0	0	395	326
ACLY_139	ACLY	1	364	0	0	433	377
ACO1_140	ACO1	1063	4	475	0	558	471
ACO1_141	ACO1	456	0	0	769	669	611
ACO1_142	ACO1	1	281	0	646	562	373
ACO1_143	ACO1	502	1	0	0	516	556
ACR_144	ACR	0	0	0	0	3	0
ACR_145	ACR	1	736	0	0	584	429
ACR_146	ACR	18	570	537	1223	567	588
ACR_147	ACR	2	949	0	1	803	460
ACO2_148	ACO2	0	0	0	0	7	0
ACO2_149	ACO2	1944	465	405	1621	1622	1188
ACO2_150	ACO2	656	1094	3	321	1515	1093
ACO2_151	ACO2	444	1133	698	652	1977	1401
ACOX1_152	ACOX1	292	531	2	1164	754	540
ACOX1_153	ACOX1	1549	700	0	1	829	695
ACOX1_154	ACOX1	1110	234	0	341	1209	898
ACOX1_155	ACOX1	1	140	0	931	1052	847
ACP1_156	ACP1	0	308	0	1	349	305
ACP1_157	ACP1	303	348	2	1505	1711	1228
ACP1_158	ACP1	745	463	0	319	631	570
ACP1_159	ACP1	456	134	0	183	311	239
ACP2_160	ACP2	322	3	0	263	652	482
ACP2_161	ACP2	444	1	0	0	632	487
ACP2_162	ACP2	1	394	0	667	511	352
ACP2_163	ACP2	0	0	0	0	172	220
ACP5_164	ACP5	1294	2	321	1	515	380
ACP5_165	ACP5	1	558	1354	0	845	497
ACP5_166	ACP5	2014	696	679	909	1292	980
ACP5_167	ACP5	474	378	688	373	1116	1042
ACPP_168	ACPP	1140	111	0	658	767	737
ACPP_169	ACPP	991	2	3	337	641	440
ACPP_170	ACPP	0	479	724	1	936	720
ACPP_171	ACPP	824	636	0	0	898	785
ACRV1_172	ACRV1	674	0	0	653	460	312
ACRV1_173	ACRV1	814	18	0	1	1318	1019
ACRV1_174	ACRV1	1023	75	2	0	370	293
ACRV1_175	ACRV1	0	535	0	1	391	251
ACTA1_176	ACTA1	1124	625	700	0	701	669
ACTA1_177	ACTA1	1	252	0	0	277	186
ACTA1_178	ACTA1	1	1	0	0	378	305
ACTA1_179	ACTA1	97	1	0	0	429	245
ACTA2_180	ACTA2	1	506	0	496	396	201
ACTA2_181	ACTA2	258	94	0	0	524	552
ACTA2_182	ACTA2	443	62	719	2	611	452
ACTA2_183	ACTA2	2	4	760	279	410	235
ACTB_184	ACTB	792	455	2	964	1346	1011
ACTB_185	ACTB	1322	1	0	1	882	766
ACTB_186	ACTB	2	441	0	288	577	331
ACTB_187	ACTB	1154	439	2	1872	1320	963
ACTC1_188	ACTC1	6	679	688	1242	754	511
ACTC1_189	ACTC1	509	113	0	0	1014	861
ACTC1_190	ACTC1	575	549	0	361	562	527
ACTC1_191	ACTC1	658	200	693	0	958	755
ACTG1_192	ACTG1	188	1825	0	2	288	188
ACTG1_193	ACTG1	569	1	0	1374	437	391
ACTG1_194	ACTG1	1	306	0	1	481	285
ACTG1_195	ACTG1	1691	1149	2	2478	1755	1273
ACTG2_196	ACTG2	365	636	345	749	1485	1162
ACTG2_197	ACTG2	336	1036	0	287	1611	1223
ACTG2_198	ACTG2	593	598	0	166	1155	1040
ACTG2_199	ACTG2	2	61	2	594	1365	890
ACTN4_200	ACTN4	2	3	718	1	545	513
ACTN4_201	ACTN4	352	2	685	286	550	400
ACTN4_202	ACTN4	1518	4	0	1004	1124	777
ACTN4_203	ACTN4	476	2	0	1	554	540
ACTL6A_204	ACTL6A	1	473	0	1	909	841
ACTL6A_205	ACTL6A	800	24	0	1035	1888	1167
ACTL6A_206	ACTL6A	462	442	3	236	1446	1371
ACTL6A_207	ACTL6A	1	175	933	0	1465	1065
ACTN1_208	ACTN1	387	504	1051	1	1107	773
ACTN1_209	ACTN1	465	1	0	1	255	164
ACTN1_210	ACTN1	8	1626	1656	1094	1448	882
ACTN1_211	ACTN1	0	0	0	0	356	275
ACTN2_212	ACTN2	353	1230	693	4	1147	713
ACTN2_213	ACTN2	1	329	0	591	373	250
ACTN2_214	ACTN2	469	3	0	964	365	201
ACTN2_215	ACTN2	303	3	384	394	649	597
ACTN3_216	ACTN3	4	1	0	0	356	216
ACTN3_217	ACTN3	406	137	0	0	459	381
ACTN3_218	ACTN3	0	0	0	0	336	299
ACTN3_219	ACTN3	790	1925	0	0	1223	885
ACVR1_220	ACVR1	1	232	727	786	641	352
ACVR1_221	ACVR1	430	827	0	0	1062	931
ACVR1_222	ACVR1	2	401	0	0	1018	786
ACVR1_223	ACVR1	5	298	775	708	1266	748
ACVR1B_224	ACVR1B	0	144	0	0	227	176
ACVR1B_225	ACVR1B	2967	1329	0	588	687	499
ACVR1B_226	ACVR1B	5334	857	648	3	760	685
ACVR1B_227	ACVR1B	1	227	0	1	250	167
ACVR2A_228	ACVR2A	1	3	4	983	1032	761
ACVR2A_229	ACVR2A	277	255	0	1110	666	513
ACVR2A_230	ACVR2A	504	556	734	1	695	539
ACVR2A_231	ACVR2A	166	257	1319	1	1102	908
ACVR2B_232	ACVR2B	1	405	0	327	292	242
ACVR2B_233	ACVR2B	467	529	0	647	747	406
ACVR2B_234	ACVR2B	494	3	574	4	761	474
ACVR2B_235	ACVR2B	1504	434	2	0	778	757
ACVRL1_236	ACVRL1	1	217	0	374	480	287
ACVRL1_237	ACVRL1	442	209	656	156	514	396
ACVRL1_238	ACVRL1	2	1000	0	589	700	462
ACVRL1_239	ACVRL1	4	322	0	627	447	343
ACY1_240	ACY1	418	137	0	0	872	585
ACY1_241	ACY1	426	1018	171	1	622	523
ACY1_242	ACY1	2	1	1794	19	746	543
ACY1_243	ACY1	387	244	0	528	1108	803
ACYP1_244	ACYP1	537	1605	0	2	544	432
ACYP1_245	ACYP1	1	685	0	45	455	356
ACYP1_246	ACYP1	0	0	0	1	408	207
ACYP1_247	ACYP1	277	1017	330	4	1068	707
ACYP2_248	ACYP2	1381	598	3	1	666	463
ACYP2_249	ACYP2	710	530	0	894	1031	747
ACYP2_250	ACYP2	1803	512	0	1	594	516
ACYP2_251	ACYP2	1012	1	0	292	624	545
ADA_252	ADA	0	255	0	0	507	445
ADA_253	ADA	452	0	0	1	369	400
ADA_254	ADA	5	1915	0	982	1469	1024
ADA_255	ADA	729	305	0	0	631	501
ADAM8_256	ADAM8	0	1	0	0	275	209
ADAM8_257	ADAM8	0	1	0	0	455	348
ADAM8_258	ADAM8	556	1	0	341	456	278
ADAM8_259	ADAM8	2694	1563	2	541	1689	1444
ADAM10_260	ADAM10	1	345	0	738	441	345
ADAM10_261	ADAM10	4	704	0	798	657	475
ADAM10_262	ADAM10	981	474	0	2	597	514
ADAM10_263	ADAM10	0	128	0	0	412	235
ADAR_264	ADAR	205	4	0	1	691	395
ADAR_265	ADAR	735	560	0	1393	721	627
ADAR_266	ADAR	447	593	0	315	683	785
ADAR_267	ADAR	561	392	0	0	631	587
ADARB1_268	ADARB1	98	479	636	319	1212	762
ADARB1_269	ADARB1	115	869	1364	1675	1338	1099
ADARB1_270	ADARB1	532	749	0	879	893	645
ADARB1_271	ADARB1	529	1	0	0	450	386
ADARB2_272	ADARB2	719	562	0	2	1037	728
ADARB2_273	ADARB2	450	1184	2	693	1105	692
ADARB2_274	ADARB2	692	1264	0	1142	1141	782
ADARB2_275	ADARB2	751	674	0	295	708	705
ADCY1_276	ADCY1	319	177	0	1238	910	595
ADCY1_277	ADCY1	613	579	693	649	1319	1034
ADCY1_278	ADCY1	1	292	0	496	829	496
ADCY1_279	ADCY1	415	988	0	311	647	469
ADCY2_280	ADCY2	397	2	0	0	409	267
ADCY2_281	ADCY2	1	403	0	357	657	596
ADCY2_282	ADCY2	5	1425	0	596	1241	1017
ADCY2_283	ADCY2	192	964	612	316	844	621
ADCY3_284	ADCY3	0	0	0	0	10	1
ADCY3_285	ADCY3	2	836	0	99	597	417
ADCY3_286	ADCY3	1	458	2	1735	842	499
ADCY3_287	ADCY3	947	1992	749	273	1670	1151
ADCY5_288	ADCY5	293	885	0	0	470	393
ADCY5_289	ADCY5	319	369	2	2	803	539
ADCY5_290	ADCY5	931	277	0	0	1106	1002
ADCY5_291	ADCY5	437	726	1416	283	572	504
ADCY6_292	ADCY6	0	0	0	2	412	251
ADCY6_293	ADCY6	486	1	0	0	387	267
ADCY6_294	ADCY6	1	288	0	0	966	675
ADCY6_295	ADCY6	4	432	582	2017	1510	1081
ADCY7_296	ADCY7	1	323	0	333	674	514
ADCY7_297	ADCY7	90	140	0	0	219	166
ADCY7_298	ADCY7	0	1	0	0	361	260
ADCY7_299	ADCY7	5	128	0	168	837	562
ADCY8_300	ADCY8	1	683	0	299	545	575
ADCY8_301	ADCY8	1	1	0	0	576	481
ADCY8_302	ADCY8	661	776	0	0	811	503
ADCY8_303	ADCY8	5	698	0	2389	827	567
ADCY9_304	ADCY9	974	1	2	565	771	537
ADCY9_305	ADCY9	2260	725	3	4	1314	1038
ADCY9_306	ADCY9	708	1	0	181	802	821
ADCY9_307	ADCY9	2011	369	0	3	769	641
ADCYAP1_308	ADCYAP1	1	1	633	368	455	355
ADCYAP1_309	ADCYAP1	4	3	1248	2	296	300
ADCYAP1_310	ADCYAP1	1410	4	693	1	395	302
ADCYAP1_311	ADCYAP1	0	160	0	0	426	246
ADCYAP1R1_312	ADCYAP1R1	0	295	0	2	660	541
ADCYAP1R1_313	ADCYAP1R1	1	0	0	0	469	347
ADCYAP1R1_314	ADCYAP1R1	1	2	1034	0	679	460
ADCYAP1R1_315	ADCYAP1R1	394	0	582	1	584	381
ADD1_316	ADD1	657	2276	0	371	1715	1458
ADD1_317	ADD1	1	446	0	0	802	668
ADD1_318	ADD1	6	40	0	1947	1181	1054
ADD1_319	ADD1	1770	1618	2	9	2487	1734
ADD2_320	ADD2	843	412	863	332	564	382
ADD2_321	ADD2	1190	732	0	3	1234	805
ADD2_322	ADD2	1783	1451	983	2	819	491
ADD2_323	ADD2	1	1217	0	4	1157	865
ADD3_324	ADD3	136	950	0	3	748	564
ADD3_325	ADD3	245	231	0	0	704	496
ADD3_326	ADD3	1129	424	0	1	477	381
ADD3_327	ADD3	1349	2	638	634	780	584
PLIN2_328	PLIN2	513	298	0	1	708	640
PLIN2_329	PLIN2	318	381	0	331	696	471
PLIN2_330	PLIN2	251	418	0	1	906	853
PLIN2_331	PLIN2	1919	1	2	623	683	648
ADH1A_332	ADH1A	441	226	0	2	525	458
ADH1A_333	ADH1A	806	0	0	2	469	422
ADH1A_334	ADH1A	263	817	2	656	898	747
ADH1A_335	ADH1A	0	0	0	0	357	319
ADH1B_336	ADH1B	1146	612	0	0	645	430
ADH1B_337	ADH1B	2157	132	3	303	682	623
ADH1B_338	ADH1B	841	323	0	3	621	371
ADH1B_339	ADH1B	394	582	0	0	572	371
ADH1C_340	ADH1C	5	460	0	1	911	543
ADH1C_341	ADH1C	520	214	0	2	619	462
ADH1C_342	ADH1C	565	3	0	1	527	471
ADH1C_343	ADH1C	656	964	0	342	932	738
ADH4_344	ADH4	1	1026	0	1	510	296
ADH4_345	ADH4	229	305	0	2	517	400
ADH4_346	ADH4	464	1077	0	1	491	616
ADH4_347	ADH4	617	773	0	169	697	590
ADH5_348	ADH5	466	358	0	0	525	412
ADH5_349	ADH5	2	227	638	332	724	600
ADH5_350	ADH5	0	103	0	0	240	171
ADH5_351	ADH5	367	3	0	312	468	363
ADH6_352	ADH6	2098	718	2	317	1270	1163
ADH6_353	ADH6	598	867	755	1958	1434	1020
ADH6_354	ADH6	279	895	0	550	1581	1214
ADH6_355	ADH6	1830	1431	1352	6	1985	1561
ADH7_356	ADH7	393	1	452	0	331	257
ADH7_357	ADH7	511	329	0	1119	473	457
ADH7_358	ADH7	1	252	0	0	491	334
ADH7_359	ADH7	1014	85	1345	4	827	618
ADK_360	ADK	312	502	425	606	628	606
ADK_361	ADK	1	2	558	700	855	502
ADK_362	ADK	363	1265	2	1049	1396	867
ADK_363	ADK	1740	938	378	464	1328	1418
ADM_364	ADM	2	436	812	304	515	354
ADM_365	ADM	196	258	0	285	747	566
ADM_366	ADM	382	371	0	1	464	546
ADM_367	ADM	482	157	0	0	490	344
ADORA1_368	ADORA1	100	406	24	1491	861	491
ADORA1_369	ADORA1	1117	3	0	638	465	383
ADORA1_370	ADORA1	0	426	0	0	718	614
ADORA1_371	ADORA1	4	197	0	342	669	415
ADORA2A_372	ADORA2A	278	0	0	1	451	304
ADORA2A_373	ADORA2A	1092	189	0	330	383	305
ADORA2A_374	ADORA2A	1	375	0	682	631	452
ADORA2A_375	ADORA2A	1	1	0	3	1067	745
ADORA2B_376	ADORA2B	721	1115	3	310	992	672
ADORA2B_377	ADORA2B	0	0	0	0	0	0
ADORA2B_378	ADORA2B	0	601	0	0	353	203
ADORA2B_379	ADORA2B	1701	987	3	2051	1108	942
ADORA3_380	ADORA3	1666	14	0	1028	1289	1001
ADORA3_381	ADORA3	2747	246	0	1801	537	462
ADORA3_382	ADORA3	2314	380	0	926	653	531
ADORA3_383	ADORA3	2747	597	2	603	1776	1465
ADPRH_384	ADPRH	817	2047	0	2	671	508
ADPRH_385	ADPRH	1	730	0	1	670	489
ADPRH_386	ADPRH	541	610	1765	687	827	650
ADPRH_387	ADPRH	589	1264	2	295	1393	1017
PARP1_388	PARP1	6	418	0	1187	1159	945
PARP1_389	PARP1	1	0	0	0	163	135
PARP1_390	PARP1	1191	614	252	617	1483	1333
PARP1_391	PARP1	2	115	0	0	1251	1033
PARP4_392	PARP4	0	0	0	0	15	13
PARP4_393	PARP4	643	772	0	926	1519	1076
PARP4_394	PARP4	1381	111	0	0	551	367
PARP4_395	PARP4	572	1000	0	4	1640	1245
ADRA1D_396	ADRA1D	0	0	0	0	301	197
ADRA1D_397	ADRA1D	718	1	0	1	524	348
ADRA1D_398	ADRA1D	289	427	0	0	571	364
ADRA1D_399	ADRA1D	3423	1	3	340	451	348
ADRA1B_400	ADRA1B	0	298	0	689	370	271
ADRA1B_401	ADRA1B	1	286	376	70	975	649
ADRA1B_402	ADRA1B	1	0	0	0	421	354
ADRA1B_403	ADRA1B	2	38	0	0	405	394
ADRA1A_404	ADRA1A	720	2	0	590	1268	945
ADRA1A_405	ADRA1A	0	0	21	0	362	324
ADRA1A_406	ADRA1A	770	428	719	519	1785	1348
ADRA1A_407	ADRA1A	2	417	0	645	644	531
ADRA2A_408	ADRA2A	0	2	0	1223	816	628
ADRA2A_409	ADRA2A	309	223	0	0	534	294
ADRA2A_410	ADRA2A	442	1489	0	1	1490	952
ADRA2A_411	ADRA2A	846	839	0	0	1052	677
ADRA2B_412	ADRA2B	1036	455	0	7	1538	1161
ADRA2B_413	ADRA2B	397	1247	3	264	1382	977
ADRA2B_414	ADRA2B	1042	4	0	3	1531	1313
ADRA2B_415	ADRA2B	850	1865	2	1227	1377	881
ADRA2C_416	ADRA2C	1081	382	3	4	970	682
ADRA2C_417	ADRA2C	0	486	0	1	412	220
ADRA2C_418	ADRA2C	0	0	0	0	230	159
ADRA2C_419	ADRA2C	506	0	0	613	743	546
ADRB1_420	ADRB1	92	18	1027	0	416	245
ADRB1_421	ADRB1	1052	2	2	1	588	409
ADRB1_422	ADRB1	0	0	0	2	241	117
ADRB1_423	ADRB1	0	0	0	0	348	164
ADRB2_424	ADRB2	1778	441	0	3	1433	1040
ADRB2_425	ADRB2	1020	2	0	2	1426	847
ADRB2_426	ADRB2	5	206	3	1	429	304
ADRB2_427	ADRB2	1503	474	675	2	1326	1062
ADRB3_428	ADRB3	1	1	0	708	667	440
ADRB3_429	ADRB3	1636	4	695	2	515	402
ADRB3_430	ADRB3	146	507	0	22	461	327
ADRB3_431	ADRB3	18	624	0	0	971	722
ADRBK1_432	ADRBK1	573	1038	0	0	1102	845
ADRBK1_433	ADRBK1	1	141	0	1	906	644
ADRBK1_434	ADRBK1	0	1	0	619	392	326
ADRBK1_435	ADRBK1	371	18	2	23	1160	880
ADRBK2_436	ADRBK2	219	97	2	1001	824	740
ADRBK2_437	ADRBK2	4	1830	0	715	1283	1005
ADRBK2_438	ADRBK2	411	790	0	623	724	533
ADRBK2_439	ADRBK2	2	312	0	1150	751	530
ADSL_440	ADSL	300	1	0	1	425	352
ADSL_441	ADSL	2	591	0	1	500	256
ADSL_442	ADSL	1	241	0	0	480	348
ADSL_443	ADSL	297	386	0	1	640	471
ADSS_444	ADSS	0	87	0	0	253	294
ADSS_445	ADSS	0	0	0	0	499	419
ADSS_446	ADSS	0	160	0	2	294	265
ADSS_447	ADSS	636	358	0	282	536	472
AP2A1_448	AP2A1	885	229	594	2	511	375
AP2A1_449	AP2A1	1	406	0	778	498	570
AP2A1_450	AP2A1	406	301	340	661	1393	865
AP2A1_451	AP2A1	1	50	670	195	1222	985
AP2A2_452	AP2A2	1424	0	2	0	487	367
AP2A2_453	AP2A2	4	98	513	552	427	304
AP2A2_454	AP2A2	0	0	0	0	250	229
AP2A2_455	AP2A2	1	134	0	0	531	388
AP1B1_456	AP1B1	1	1	374	1	512	299
AP1B1_457	AP1B1	0	2	0	0	296	202
AP1B1_458	AP1B1	0	699	0	0	429	268
AP1B1_459	AP1B1	1	2	0	0	425	339
AP2B1_460	AP2B1	1	1	654	2	780	557
AP2B1_461	AP2B1	0	0	0	0	18	18
AP2B1_462	AP2B1	426	0	290	2	661	421
AP2B1_463	AP2B1	2109	58	620	1369	885	698
AP1G1_464	AP1G1	322	847	0	772	720	564
AP1G1_465	AP1G1	509	740	2	294	1046	663
AP1G1_466	AP1G1	676	95	0	941	1141	914
AP1G1_467	AP1G1	499	78	353	0	735	607
AEBP1_468	AEBP1	450	1168	0	547	1681	1235
AEBP1_469	AEBP1	0	2	0	0	360	293
AEBP1_470	AEBP1	191	1	0	0	704	551
AEBP1_471	AEBP1	942	0	0	2	409	314
AES_472	AES	751	527	0	642	1619	1332
AES_473	AES	482	4	708	1	437	346
AES_474	AES	0	0	0	0	382	373
AES_475	AES	0	127	0	0	335	195
CRISP1_476	CRISP1	1	521	2	566	523	470
CRISP1_477	CRISP1	438	38	0	0	442	267
CRISP1_478	CRISP1	931	2	0	0	644	441
CRISP1_479	CRISP1	449	418	2	1524	1713	1437
AFM_480	AFM	348	2	0	0	430	435
AFM_481	AFM	1109	38	0	2	361	536
AFM_482	AFM	4	498	0	324	1013	737
AFM_483	AFM	2	123	0	354	726	595
AFP_484	AFP	525	377	648	1557	521	352
AFP_485	AFP	1	470	0	0	551	310
AFP_486	AFP	1	662	0	0	383	259
AFP_487	AFP	925	261	0	1	581	323
AGA_488	AGA	1	563	0	0	326	312
AGA_489	AGA	211	728	532	1241	1291	1026
AGA_490	AGA	1236	355	0	1	1046	751
AGA_491	AGA	5	751	0	905	468	380
ACAN_492	ACAN	0	0	23	0	525	353
ACAN_493	ACAN	1	538	0	638	482	605
ACAN_494	ACAN	5	827	0	1	401	292
ACAN_495	ACAN	1	0	0	283	480	234
AGER_496	AGER	2123	567	0	0	592	439
AGER_497	AGER	680	1453	749	1	1467	1174
AGER_498	AGER	1306	1151	3	328	1069	773
AGER_499	AGER	1	477	0	234	915	735
AGL_500	AGL	1	106	0	0	804	534
AGL_501	AGL	174	1	0	0	487	371
AGL_502	AGL	1	255	563	0	1022	846
AGL_503	AGL	637	1	0	1	803	737
AGRP_504	AGRP	606	352	724	329	756	407
AGRP_505	AGRP	883	386	633	3	956	609
AGRP_506	AGRP	372	342	56	1035	898	631
AGRP_507	AGRP	1	0	0	0	437	434
JAG1_508	JAG1	0	1	0	327	960	757
JAG1_509	JAG1	1	2	0	1182	863	649
JAG1_510	JAG1	1649	360	0	0	945	652
JAG1_511	JAG1	695	690	646	2050	1056	893
AGT_512	AGT	582	632	0	669	1099	611
AGT_513	AGT	0	1	0	0	617	405
AGT_514	AGT	276	337	0	887	821	637
AGT_515	AGT	1160	2	700	2	547	378
AGTR1_516	AGTR1	2	906	0	1	707	570
AGTR1_517	AGTR1	1	135	0	0	503	315
AGTR1_518	AGTR1	514	194	0	1	297	285
AGTR1_519	AGTR1	335	1	0	356	350	234
AGTR2_520	AGTR2	4	420	0	589	1598	1216
AGTR2_521	AGTR2	1638	326	2	630	1196	1099
AGTR2_522	AGTR2	1189	934	499	2906	1481	1051
AGTR2_523	AGTR2	395	447	158	5	1381	1013
APLNR_524	APLNR	1	0	724	1	704	473
APLNR_525	APLNR	0	2	0	143	249	356
APLNR_526	APLNR	721	355	0	969	640	402
APLNR_527	APLNR	1	295	0	414	444	288
AGXT_528	AGXT	0	1	706	0	553	429
AGXT_529	AGXT	140	298	0	0	288	293
AGXT_530	AGXT	0	0	0	0	493	337
AGXT_531	AGXT	281	103	0	0	480	365
NR0B1_532	NR0B1	1	4	0	1115	601	550
NR0B1_533	NR0B1	0	1	0	2	273	196
NR0B1_534	NR0B1	1	0	0	2	260	199
NR0B1_535	NR0B1	315	2	0	1	598	414
