guide	gene	MCF10Awt	MCF10Ako	MCF10Awt_treated	MCF10Ako_treated	L1	L2
KRT28_63548	KRT28	180	1579	0	152	829	655
KRT28_63549	KRT28	0	312	0	0	296	237
KRT28_63550	KRT28	941	223	0	1205	898	707
KRT28_63551	KRT28	522	1079	2	2	1180	883
ZNF519_63552	ZNF519	1	2	0	332	280	298
ZNF519_63553	ZNF519	0	278	0	0	441	192
ZNF519_63554	ZNF519	1	318	0	0	340	257
ZNF519_63555	ZNF519	1	369	0	1	463	326
C18orf54_63556	C18orf54	290	683	0	324	720	607
C18orf54_63557	C18orf54	1282	167	3	1227	945	853
C18orf54_63558	C18orf54	931	1	0	634	747	488
C18orf54_63559	C18orf54	1	1008	0	2	468	391
TCEB3C_63560	TCEB3C	1199	1851	2	232	1328	1153
TCEB3C_63561	TCEB3C	0	434	0	304	611	520
TCEB3C_63562	TCEB3C	0	1	4	0	763	616
TCEB3C_63563	TCEB3C	1	454	0	2	980	861
ZNF836_63564	ZNF836	340	940	0	0	457	300
ZNF836_63565	ZNF836	246	614	0	339	1123	914
ZNF836_63566	ZNF836	1068	151	0	2	678	413
ZNF836_63567	ZNF836	1705	5	0	404	913	857
ZNF610_63568	ZNF610	266	341	0	1246	902	684
ZNF610_63569	ZNF610	0	844	0	1	555	518
ZNF610_63570	ZNF610	1	200	0	307	584	436
ZNF610_63571	ZNF610	1240	535	0	3	1386	998
ZNF600_63572	ZNF600	1	701	0	278	287	125
ZNF600_63573	ZNF600	1	0	0	0	284	365
ZNF600_63574	ZNF600	2	340	0	643	623	770
ZNF600_63575	ZNF600	0	2	737	615	618	419
ZNF320_63576	ZNF320	1395	1	0	32	345	438
ZNF320_63577	ZNF320	141	94	0	0	623	531
ZNF320_63578	ZNF320	0	0	0	0	534	421
ZNF320_63579	ZNF320	404	147	0	315	614	550
ZNF497_63580	ZNF497	1949	405	0	0	1837	1294
ZNF497_63581	ZNF497	320	343	2	1	532	358
ZNF497_63582	ZNF497	573	503	382	923	1101	954
ZNF497_63583	ZNF497	449	1	0	0	754	548
ZNF550_63584	ZNF550	832	2179	0	266	1138	791
ZNF550_63585	ZNF550	1474	709	3	1579	1661	1370
ZNF550_63586	ZNF550	1978	679	2	1042	2626	2129
ZNF550_63587	ZNF550	723	2456	690	1302	2085	1490
ZNF296_63588	ZNF296	1	2	0	315	636	468
ZNF296_63589	ZNF296	5	1	638	479	866	667
ZNF296_63590	ZNF296	484	1205	0	2	636	592
ZNF296_63591	ZNF296	1729	486	0	2	815	619
DEDD2_63592	DEDD2	1220	318	0	282	600	551
DEDD2_63593	DEDD2	484	1	2	602	801	601
DEDD2_63594	DEDD2	621	295	713	2139	1224	864
DEDD2_63595	DEDD2	1279	1283	2	1710	1287	849
ZNF846_63596	ZNF846	1236	869	0	2	1311	823
ZNF846_63597	ZNF846	1569	713	0	539	1278	894
ZNF846_63598	ZNF846	33	1358	0	347	1206	815
ZNF846_63599	ZNF846	540	592	305	1	581	393
OR7D2_63600	OR7D2	768	467	2	2628	794	641
OR7D2_63601	OR7D2	1	154	0	0	464	221
OR7D2_63602	OR7D2	0	0	0	1	542	370
OR7D2_63603	OR7D2	562	114	716	539	610	479
ZNF579_63604	ZNF579	969	395	1379	838	1369	1102
ZNF579_63605	ZNF579	798	589	649	909	1436	1160
ZNF579_63606	ZNF579	0	306	0	1	1650	1099
ZNF579_63607	ZNF579	849	795	0	628	1904	1454
ZNF791_63608	ZNF791	795	1389	0	553	1387	1000
ZNF791_63609	ZNF791	1272	822	0	3	1383	1211
ZNF791_63610	ZNF791	422	1116	0	2	906	900
ZNF791_63611	ZNF791	4	1040	0	0	1427	1096
ZNF564_63612	ZNF564	730	366	0	505	931	697
ZNF564_63613	ZNF564	4	200	698	4	661	620
ZNF564_63614	ZNF564	2724	70	0	1986	930	819
ZNF564_63615	ZNF564	1136	214	0	2	1486	1177
ZNF709_63616	ZNF709	587	523	609	315	908	637
ZNF709_63617	ZNF709	642	186	0	350	1068	744
ZNF709_63618	ZNF709	1	610	0	0	690	423
ZNF709_63619	ZNF709	10	1321	421	1313	1454	949
ZNF433_63620	ZNF433	300	694	3	228	551	353
ZNF433_63621	ZNF433	807	1	0	0	399	277
ZNF433_63622	ZNF433	1	771	0	0	434	367
ZNF433_63623	ZNF433	4	297	0	3	769	485
ZNF114_63624	ZNF114	0	0	0	0	403	357
ZNF114_63625	ZNF114	1	206	716	1	544	429
ZNF114_63626	ZNF114	172	0	539	1	200	169
ZNF114_63627	ZNF114	1	0	0	2	403	296
ZNF567_63628	ZNF567	748	385	0	602	750	638
ZNF567_63629	ZNF567	297	0	0	1	593	429
ZNF567_63630	ZNF567	2520	2	0	2	409	337
ZNF567_63631	ZNF567	2133	421	0	964	1033	920
ZNF383_63632	ZNF383	0	0	0	1	350	315
ZNF383_63633	ZNF383	1104	392	2	554	687	507
ZNF383_63634	ZNF383	658	882	0	4	799	582
ZNF383_63635	ZNF383	548	272	0	1	850	740
ZNF781_63636	ZNF781	683	465	0	1005	799	611
ZNF781_63637	ZNF781	1089	660	0	2	1065	723
ZNF781_63638	ZNF781	1818	501	690	422	1409	1454
ZNF781_63639	ZNF781	518	0	0	0	631	419
EID2_63640	EID2	249	0	700	637	485	460
EID2_63641	EID2	291	415	0	1	296	268
EID2_63642	EID2	0	0	654	329	305	303
EID2_63643	EID2	631	215	0	0	467	355
ZNF780B_63644	ZNF780B	1	0	0	258	468	399
ZNF780B_63645	ZNF780B	1176	829	0	1	786	504
ZNF780B_63646	ZNF780B	812	483	573	652	932	960
ZNF780B_63647	ZNF780B	455	1346	0	698	1398	1126
PRR22_63648	PRR22	1001	1235	2	934	1571	1173
PRR22_63649	PRR22	5	449	944	1	1473	1167
PRR22_63650	PRR22	352	2	0	710	987	716
PRR22_63651	PRR22	1	463	718	302	1660	1178
LGI4_63652	LGI4	1	746	0	1	738	430
LGI4_63653	LGI4	590	2	0	12	464	373
LGI4_63654	LGI4	334	2013	0	0	945	721
LGI4_63655	LGI4	733	2	0	0	598	423
SYNE4_63656	SYNE4	1112	308	0	4	1845	1236
SYNE4_63657	SYNE4	381	4	0	1	1334	1000
SYNE4_63658	SYNE4	1714	1828	0	3	1753	1142
SYNE4_63659	SYNE4	2373	609	0	1257	1639	1239
ZNF676_63660	ZNF676	0	59	0	0	167	211
ZNF676_63661	ZNF676	995	323	0	0	653	469
ZNF676_63662	ZNF676	339	389	0	349	568	429
ZNF676_63663	ZNF676	0	183	0	320	550	363
ZNF100_63664	ZNF100	0	0	0	0	10	9
ZNF100_63665	ZNF100	163	970	0	1	674	471
ZNF100_63666	ZNF100	1491	124	0	1	519	422
ZNF100_63667	ZNF100	243	50	0	356	434	285
ZNF540_63668	ZNF540	0	1	0	602	463	335
ZNF540_63669	ZNF540	712	0	0	1	588	370
ZNF540_63670	ZNF540	1	842	0	3	777	595
ZNF540_63671	ZNF540	1	1	0	1	397	354
DENND2C_63672	DENND2C	938	280	0	132	834	746
DENND2C_63673	DENND2C	500	1	283	1	524	440
DENND2C_63674	DENND2C	0	825	0	0	713	603
DENND2C_63675	DENND2C	1449	147	2	1	721	621
GBP6_63676	GBP6	565	522	0	1	319	215
GBP6_63677	GBP6	2	0	709	0	267	188
GBP6_63678	GBP6	1	3	0	884	477	357
GBP6_63679	GBP6	518	135	0	0	374	422
LPPR5_63680	LPPR5	1036	0	0	1	831	688
LPPR5_63681	LPPR5	186	392	0	586	690	655
LPPR5_63682	LPPR5	4	1	0	664	872	720
LPPR5_63683	LPPR5	4	1038	2	661	1054	750
FNDC7_63684	FNDC7	50	568	0	0	481	268
FNDC7_63685	FNDC7	874	1456	0	5	1291	1007
FNDC7_63686	FNDC7	284	554	0	240	1050	809
FNDC7_63687	FNDC7	1	0	0	0	347	295
DENND1B_63688	DENND1B	403	435	2	496	1151	833
DENND1B_63689	DENND1B	1	798	420	1	891	725
DENND1B_63690	DENND1B	1	278	623	1	705	600
DENND1B_63691	DENND1B	1	300	0	0	667	586
TDRD5_63692	TDRD5	268	1879	0	2	761	679
TDRD5_63693	TDRD5	1	0	0	0	264	162
TDRD5_63694	TDRD5	411	288	2	654	377	315
TDRD5_63695	TDRD5	2	147	0	2	644	380
TOR1AIP2_63696	TOR1AIP2	5	1189	700	631	601	559
TOR1AIP2_63697	TOR1AIP2	927	112	0	1	804	870
TOR1AIP2_63698	TOR1AIP2	1	549	0	1267	922	738
TOR1AIP2_63699	TOR1AIP2	1	1	0	1	722	726
CALML6_63700	CALML6	502	405	0	286	427	257
CALML6_63701	CALML6	662	2	716	0	730	488
CALML6_63702	CALML6	1	0	0	326	344	266
CALML6_63703	CALML6	4	303	0	1	872	736
IFNLR1_63704	IFNLR1	520	940	3	920	644	520
IFNLR1_63705	IFNLR1	735	104	2	0	776	521
IFNLR1_63706	IFNLR1	1	494	333	0	448	478
IFNLR1_63707	IFNLR1	0	1	0	1	377	312
CITED4_63708	CITED4	15	338	0	587	546	589
CITED4_63709	CITED4	4	645	0	0	426	310
CITED4_63710	CITED4	4	0	0	1	607	402
CITED4_63711	CITED4	653	120	0	2	720	696
C1orf177_63712	C1orf177	2889	473	0	1346	1363	1002
C1orf177_63713	C1orf177	1037	4	0	0	1024	858
C1orf177_63714	C1orf177	792	1608	659	559	1723	1460
C1orf177_63715	C1orf177	1	1	3	1242	481	393
SPRR4_63716	SPRR4	783	275	0	0	477	327
SPRR4_63717	SPRR4	484	226	0	354	657	404
SPRR4_63718	SPRR4	0	0	0	1	624	524
SPRR4_63719	SPRR4	546	2	0	1	551	496
KANK4_63720	KANK4	608	1115	768	1	567	366
KANK4_63721	KANK4	472	220	0	1	651	523
KANK4_63722	KANK4	1	149	0	1	438	319
KANK4_63723	KANK4	0	386	0	0	499	216
SASS6_63724	SASS6	344	728	0	1	889	740
SASS6_63725	SASS6	592	743	0	257	1349	995
SASS6_63726	SASS6	1	53	0	0	614	530
SASS6_63727	SASS6	1280	434	0	663	761	541
SDE2_63728	SDE2	327	624	0	921	472	312
SDE2_63729	SDE2	0	2	0	0	266	190
SDE2_63730	SDE2	4	649	2	654	498	448
SDE2_63731	SDE2	844	289	0	0	704	483
CNST_63732	CNST	325	518	0	271	597	481
CNST_63733	CNST	561	218	0	709	627	543
CNST_63734	CNST	1	592	0	0	431	226
CNST_63735	CNST	0	1	0	0	336	257
FAM43B_63736	FAM43B	496	235	0	1	990	727
FAM43B_63737	FAM43B	320	223	508	2	718	464
FAM43B_63738	FAM43B	1795	22	0	5	1142	837
FAM43B_63739	FAM43B	1	1	0	0	574	378
HFM1_63740	HFM1	0	494	0	0	395	298
HFM1_63741	HFM1	359	1170	628	715	773	650
HFM1_63742	HFM1	1142	3	2	583	1436	810
HFM1_63743	HFM1	431	126	0	1	431	276
PAQR7_63744	PAQR7	1	263	0	432	984	902
PAQR7_63745	PAQR7	4	704	753	679	1087	657
PAQR7_63746	PAQR7	2193	1136	0	5	1573	1391
PAQR7_63747	PAQR7	760	117	0	1684	887	819
TTC24_63748	TTC24	355	0	0	582	478	402
TTC24_63749	TTC24	1	1125	0	0	426	411
TTC24_63750	TTC24	405	1353	2	1	674	743
TTC24_63751	TTC24	465	2	0	308	532	482
CCDC185_63752	CCDC185	507	441	0	1	1410	1014
CCDC185_63753	CCDC185	1656	1474	727	952	1484	987
CCDC185_63754	CCDC185	473	1210	2	2	1896	1474
CCDC185_63755	CCDC185	1	1553	729	979	1656	1174
UBL4B_63756	UBL4B	1638	286	3	340	649	472
UBL4B_63757	UBL4B	95	1	591	0	336	255
UBL4B_63758	UBL4B	389	86	0	284	461	416
UBL4B_63759	UBL4B	2	131	0	1	653	523
WFDC13_63760	WFDC13	717	346	0	0	733	467
WFDC13_63761	WFDC13	1431	1364	2	652	1544	1242
WFDC13_63762	WFDC13	462	135	2	1	335	368
WFDC13_63763	WFDC13	593	3	3	294	551	385
APCDD1L_63764	APCDD1L	0	0	0	1	326	336
APCDD1L_63765	APCDD1L	814	155	0	2	404	274
APCDD1L_63766	APCDD1L	1	1	0	1463	357	261
APCDD1L_63767	APCDD1L	320	322	0	0	508	410
LRRN4_63768	LRRN4	594	1	727	908	529	381
LRRN4_63769	LRRN4	564	235	0	0	841	519
LRRN4_63770	LRRN4	143	486	0	338	661	620
LRRN4_63771	LRRN4	5	661	682	578	1171	648
TTLL9_63772	TTLL9	262	480	0	322	1329	854
TTLL9_63773	TTLL9	1361	797	1043	652	1681	1281
TTLL9_63774	TTLL9	2	161	0	1176	1367	1292
TTLL9_63775	TTLL9	561	258	0	1	1124	653
CCDC116_63776	CCDC116	581	394	0	0	533	325
CCDC116_63777	CCDC116	867	227	0	2	460	367
CCDC116_63778	CCDC116	1845	975	0	475	748	650
CCDC116_63779	CCDC116	1	0	0	0	502	342
CABP7_63780	CABP7	416	0	0	291	232	202
CABP7_63781	CABP7	2	252	0	621	454	341
CABP7_63782	CABP7	1	0	0	335	341	249
CABP7_63783	CABP7	4	197	0	797	748	614
TMPRSS6_63784	TMPRSS6	1	522	0	1	958	464
TMPRSS6_63785	TMPRSS6	2	397	0	604	1119	675
TMPRSS6_63786	TMPRSS6	314	34	0	0	421	348
TMPRSS6_63787	TMPRSS6	1	120	0	0	408	431
APOBEC3H_63788	APOBEC3H	829	680	418	0	567	367
APOBEC3H_63789	APOBEC3H	1084	530	0	0	721	677
APOBEC3H_63790	APOBEC3H	1330	275	2	934	1455	1089
APOBEC3H_63791	APOBEC3H	584	808	0	4	1465	1089
WBP2NL_63792	WBP2NL	1	1	0	0	1011	639
WBP2NL_63793	WBP2NL	2	1230	309	1	528	416
WBP2NL_63794	WBP2NL	0	275	568	2	352	373
WBP2NL_63795	WBP2NL	502	406	0	1	512	427
DAW1_63796	DAW1	2	314	0	0	551	363
DAW1_63797	DAW1	1	1	716	1	442	324
DAW1_63798	DAW1	4	513	0	1	276	290
DAW1_63799	DAW1	1	471	2	0	459	350
LONRF2_63800	LONRF2	764	1	1208	2	1112	1023
LONRF2_63801	LONRF2	1884	603	0	920	2086	1774
LONRF2_63802	LONRF2	440	438	0	1132	731	559
LONRF2_63803	LONRF2	203	403	0	626	944	580
CCDC138_63804	CCDC138	0	0	0	1	477	412
CCDC138_63805	CCDC138	606	1	0	1	476	266
CCDC138_63806	CCDC138	1	0	0	0	456	303
CCDC138_63807	CCDC138	1	864	0	0	354	186
ADGRF3_63808	ADGRF3	1	137	0	495	412	328
ADGRF3_63809	ADGRF3	169	226	2	0	1271	818
ADGRF3_63810	ADGRF3	1418	3	0	667	855	655
ADGRF3_63811	ADGRF3	523	108	0	919	1029	959
C2orf57_63812	C2orf57	386	808	0	1	446	335
C2orf57_63813	C2orf57	1	2	2	533	906	781
C2orf57_63814	C2orf57	611	463	1042	490	614	446
C2orf57_63815	C2orf57	1	640	957	2	729	650
OXER1_63816	OXER1	323	382	0	1	409	266
OXER1_63817	OXER1	1	483	755	168	309	212
OXER1_63818	OXER1	1068	631	0	1	341	189
OXER1_63819	OXER1	1	212	0	539	474	442
FAM179A_63820	FAM179A	851	106	0	2	1627	1327
FAM179A_63821	FAM179A	131	86	0	965	861	551
FAM179A_63822	FAM179A	1092	419	0	1031	1500	973
FAM179A_63823	FAM179A	1	586	1135	1	954	893
FAM171B_63824	FAM171B	1	504	0	1	451	385
FAM171B_63825	FAM171B	370	622	0	477	737	575
FAM171B_63826	FAM171B	6	497	0	365	1125	838
FAM171B_63827	FAM171B	285	2	0	0	515	444
C1QL2_63828	C1QL2	0	900	0	1	405	265
C1QL2_63829	C1QL2	0	809	0	0	452	465
C1QL2_63830	C1QL2	319	274	0	0	268	238
C1QL2_63831	C1QL2	0	278	0	0	464	338
UBXN2A_63832	UBXN2A	1	223	0	303	418	280
UBXN2A_63833	UBXN2A	1	60	0	0	863	711
UBXN2A_63834	UBXN2A	4	582	1323	1301	1272	1013
UBXN2A_63835	UBXN2A	986	1455	2	652	1665	1492
CLEC4F_63836	CLEC4F	1	194	1273	0	431	331
CLEC4F_63837	CLEC4F	4	1043	625	1	405	367
CLEC4F_63838	CLEC4F	1	240	0	0	317	238
CLEC4F_63839	CLEC4F	1	2	0	587	760	576
DQX1_63840	DQX1	729	635	752	753	1443	1123
DQX1_63841	DQX1	1312	73	0	3	1595	1309
DQX1_63842	DQX1	2	731	0	1	1956	1484
DQX1_63843	DQX1	848	794	2	348	777	519
PARP15_63844	PARP15	540	1043	2	390	651	595
PARP15_63845	PARP15	0	0	0	574	326	209
PARP15_63846	PARP15	1	78	0	0	439	303
PARP15_63847	PARP15	0	93	0	0	318	206
SPTSSB_63848	SPTSSB	1	0	0	2	451	305
SPTSSB_63849	SPTSSB	2	363	0	0	614	421
SPTSSB_63850	SPTSSB	151	300	613	343	537	352
SPTSSB_63851	SPTSSB	603	1219	0	304	631	461
DNAJB8_63852	DNAJB8	6	579	680	158	1064	995
DNAJB8_63853	DNAJB8	1	512	0	315	441	828
DNAJB8_63854	DNAJB8	1	714	0	0	718	503
DNAJB8_63855	DNAJB8	4	2	937	1	1507	1249
GPR156_63856	GPR156	101	532	1905	2	744	605
GPR156_63857	GPR156	162	931	656	457	1482	1183
GPR156_63858	GPR156	2	1	0	1065	746	474
GPR156_63859	GPR156	456	380	0	668	1377	1018
XIRP1_63860	XIRP1	388	1366	0	2	1061	707
XIRP1_63861	XIRP1	796	1593	0	1	1310	1136
XIRP1_63862	XIRP1	799	3	111	302	1391	1146
XIRP1_63863	XIRP1	1951	2902	3	697	2154	1969
RNF168_63864	RNF168	0	158	0	0	287	164
RNF168_63865	RNF168	4	673	0	1	879	579
RNF168_63866	RNF168	852	832	508	225	1315	755
RNF168_63867	RNF168	1132	3	0	2	841	585
CHST13_63868	CHST13	1	1171	0	980	1198	855
CHST13_63869	CHST13	1	0	0	1	870	639
CHST13_63870	CHST13	1	406	0	1	606	542
CHST13_63871	CHST13	390	278	631	953	1773	1140
PRICKLE2_63872	PRICKLE2	0	254	0	0	283	188
PRICKLE2_63873	PRICKLE2	0	0	0	719	438	317
PRICKLE2_63874	PRICKLE2	1200	659	0	2	795	473
PRICKLE2_63875	PRICKLE2	2492	2	0	4	825	608
KBTBD12_63876	KBTBD12	978	506	2	1071	1455	1231
KBTBD12_63877	KBTBD12	542	665	700	2	1366	944
KBTBD12_63878	KBTBD12	5	204	0	478	1442	1133
KBTBD12_63879	KBTBD12	1689	248	537	738	1529	867
SPATA5_63880	SPATA5	582	659	0	232	1051	1259
SPATA5_63881	SPATA5	1082	12	0	0	842	753
SPATA5_63882	SPATA5	370	0	0	340	725	547
SPATA5_63883	SPATA5	1	988	0	317	795	599
BBS12_63884	BBS12	813	2	0	0	614	481
BBS12_63885	BBS12	379	2	0	1390	357	319
BBS12_63886	BBS12	1866	1245	719	2	1546	1175
BBS12_63887	BBS12	674	152	640	641	1443	1538
DCLK2_63888	DCLK2	1	0	0	2	666	695
DCLK2_63889	DCLK2	585	545	0	3	571	520
DCLK2_63890	DCLK2	1	338	565	0	730	630
DCLK2_63891	DCLK2	2	432	7	1	1168	802
ADGRA3_63892	ADGRA3	1	1	331	0	718	797
ADGRA3_63893	ADGRA3	421	318	0	2	771	670
ADGRA3_63894	ADGRA3	2307	1498	0	1	1098	755
ADGRA3_63895	ADGRA3	1	303	0	2	767	519
TRIM60_63896	TRIM60	2	716	683	3	875	843
TRIM60_63897	TRIM60	1	2419	0	3	1211	907
TRIM60_63898	TRIM60	367	805	0	0	602	449
TRIM60_63899	TRIM60	2	677	0	1	829	598
FREM3_63900	FREM3	1	614	0	1	737	567
FREM3_63901	FREM3	0	315	0	0	514	394
FREM3_63902	FREM3	646	472	0	7153	674	765
FREM3_63903	FREM3	656	846	371	1	845	574
MMAA_63904	MMAA	1036	4	1118	1	272	221
MMAA_63905	MMAA	0	346	0	2	413	278
MMAA_63906	MMAA	0	224	0	1	266	205
MMAA_63907	MMAA	232	553	0	2	1125	947
ZBTB49_63908	ZBTB49	234	7	372	1	613	478
ZBTB49_63909	ZBTB49	641	608	0	837	477	351
ZBTB49_63910	ZBTB49	4	348	0	2	557	406
ZBTB49_63911	ZBTB49	1	1102	0	0	585	397
TIGD2_63912	TIGD2	0	95	0	18	534	575
TIGD2_63913	TIGD2	302	187	0	388	360	285
TIGD2_63914	TIGD2	2	195	0	344	669	585
TIGD2_63915	TIGD2	972	797	2	1823	817	624
RASSF6_63916	RASSF6	1005	1525	1263	596	971	873
RASSF6_63917	RASSF6	1924	640	2	2	1342	1130
RASSF6_63918	RASSF6	1	0	0	0	298	404
RASSF6_63919	RASSF6	650	633	0	2	760	618
RBM46_63920	RBM46	444	143	0	350	945	561
RBM46_63921	RBM46	1	511	0	0	484	277
RBM46_63922	RBM46	1	92	0	342	760	590
RBM46_63923	RBM46	5	4	0	3	917	588
SGMS2_63924	SGMS2	0	0	0	0	414	365
SGMS2_63925	SGMS2	0	207	0	1	340	202
SGMS2_63926	SGMS2	0	0	0	0	390	350
SGMS2_63927	SGMS2	469	483	666	0	606	541
MIER3_63928	MIER3	3147	627	1090	986	1188	1005
MIER3_63929	MIER3	303	297	2	1013	1227	1152
MIER3_63930	MIER3	315	599	0	300	1528	1006
MIER3_63931	MIER3	1078	3	2	0	648	412
CDC20B_63932	CDC20B	306	103	0	3	508	266
CDC20B_63933	CDC20B	378	334	0	0	281	211
CDC20B_63934	CDC20B	0	656	0	566	367	352
CDC20B_63935	CDC20B	981	322	0	597	464	589
UGT3A2_63936	UGT3A2	1097	86	0	0	610	474
UGT3A2_63937	UGT3A2	1130	622	176	615	1273	1013
UGT3A2_63938	UGT3A2	272	1453	0	387	927	649
UGT3A2_63939	UGT3A2	2402	3	0	1586	1075	724
PAPD4_63940	PAPD4	1	0	0	1	401	287
PAPD4_63941	PAPD4	4	1	0	0	297	255
PAPD4_63942	PAPD4	4	384	0	0	651	494
PAPD4_63943	PAPD4	1	2	0	638	486	353
DCP2_63944	DCP2	737	220	539	2	764	540
DCP2_63945	DCP2	2	644	0	894	836	727
DCP2_63946	DCP2	432	0	0	0	343	199
DCP2_63947	DCP2	1691	1189	2	247	1623	1216
NIM1K_63948	NIM1K	1	1	0	0	606	470
NIM1K_63949	NIM1K	1	2	0	664	657	474
NIM1K_63950	NIM1K	1	298	0	0	292	222
NIM1K_63951	NIM1K	281	0	0	690	309	268
LIX1_63952	LIX1	0	127	0	325	472	348
LIX1_63953	LIX1	249	483	0	690	547	374
LIX1_63954	LIX1	315	541	0	0	574	431
LIX1_63955	LIX1	2	667	0	634	992	974
ZNF366_63956	ZNF366	253	234	0	2	622	444
ZNF366_63957	ZNF366	525	0	0	0	704	431
ZNF366_63958	ZNF366	1	427	662	1	442	424
ZNF366_63959	ZNF366	294	507	589	313	619	397
FAM151B_63960	FAM151B	285	721	0	340	846	776
FAM151B_63961	FAM151B	0	181	0	1	296	166
FAM151B_63962	FAM151B	1	2	0	2	491	526
FAM151B_63963	FAM151B	0	323	0	1	540	364
PRSS35_63964	PRSS35	560	224	0	1065	477	355
PRSS35_63965	PRSS35	1405	306	2	0	457	348
PRSS35_63966	PRSS35	0	0	0	0	399	263
PRSS35_63967	PRSS35	478	314	0	1097	1028	914
LCA5_63968	LCA5	581	522	0	326	478	362
LCA5_63969	LCA5	501	2	0	0	300	228
LCA5_63970	LCA5	2	1414	0	0	416	364
LCA5_63971	LCA5	335	266	373	325	867	672
OLIG3_63972	OLIG3	1046	1979	752	605	934	691
OLIG3_63973	OLIG3	2400	731	700	675	545	329
OLIG3_63974	OLIG3	1	665	2	1	747	601
OLIG3_63975	OLIG3	1215	44	0	331	497	417
TXLNB_63976	TXLNB	1	375	0	433	862	751
TXLNB_63977	TXLNB	164	189	680	3	692	584
TXLNB_63978	TXLNB	1111	697	0	0	1148	981
TXLNB_63979	TXLNB	2	1	0	0	482	500
DACT2_63980	DACT2	1329	902	2	0	481	467
DACT2_63981	DACT2	2069	4	0	1	498	328
DACT2_63982	DACT2	276	3267	2	653	1394	1016
DACT2_63983	DACT2	654	566	0	1979	452	300
C6orf118_63984	C6orf118	244	551	0	316	442	332
C6orf118_63985	C6orf118	995	79	0	1	537	410
C6orf118_63986	C6orf118	1	1	0	0	446	370
C6orf118_63987	C6orf118	2	365	0	2	585	496
ZNF92_63988	ZNF92	1	854	0	2	627	327
ZNF92_63989	ZNF92	192	799	679	676	1110	636
ZNF92_63990	ZNF92	556	0	0	247	485	377
ZNF92_63991	ZNF92	1698	1	0	458	1142	1003
GALNTL5_63992	GALNTL5	1	417	0	1	583	485
GALNTL5_63993	GALNTL5	0	3	0	297	268	180
GALNTL5_63994	GALNTL5	5	269	983	1854	861	847
GALNTL5_63995	GALNTL5	0	0	0	0	623	355
DDX53_63996	DDX53	468	294	0	827	478	512
DDX53_63997	DDX53	647	2	381	1	545	386
DDX53_63998	DDX53	1	739	555	3	420	319
DDX53_63999	DDX53	246	369	0	0	451	401
ZNF679_64000	ZNF679	1064	491	0	3	1005	649
ZNF679_64001	ZNF679	484	5	0	982	1076	726
ZNF679_64002	ZNF679	256	6	273	1650	1264	1132
ZNF679_64003	ZNF679	1018	1124	2	0	1106	1103
RNF133_64004	RNF133	917	1221	2	273	1417	1186
RNF133_64005	RNF133	1197	115	0	1	700	490
RNF133_64006	RNF133	1393	395	0	302	1201	994
RNF133_64007	RNF133	1015	0	3	2	893	624
THAP5_64008	THAP5	406	18	0	1	848	618
THAP5_64009	THAP5	2138	2431	3	2	2272	504
THAP5_64010	THAP5	658	772	485	1141	1233	941
THAP5_64011	THAP5	425	1038	3083	352	1145	868
CCDC71L_64012	CCDC71L	1	643	0	1	494	539
CCDC71L_64013	CCDC71L	674	1	610	1	679	561
CCDC71L_64014	CCDC71L	321	0	0	0	243	230
CCDC71L_64015	CCDC71L	1559	1006	745	612	547	322
PKD1L1_64016	PKD1L1	530	1319	0	3	604	507
PKD1L1_64017	PKD1L1	513	0	0	0	767	668
PKD1L1_64018	PKD1L1	248	3	648	495	1070	785
PKD1L1_64019	PKD1L1	0	913	0	652	425	445
GIMAP7_64020	GIMAP7	1170	858	700	1234	1227	1033
GIMAP7_64021	GIMAP7	815	1183	3	342	969	702
GIMAP7_64022	GIMAP7	4	3	666	1941	624	539
GIMAP7_64023	GIMAP7	700	535	0	2	1157	785
ZNF467_64024	ZNF467	953	711	0	615	1511	1265
ZNF467_64025	ZNF467	1200	649	0	2	1924	1480
ZNF467_64026	ZNF467	937	157	0	865	1542	1045
ZNF467_64027	ZNF467	796	1247	662	4	1701	1263
BHLHA15_64028	BHLHA15	3421	757	711	326	1005	797
BHLHA15_64029	BHLHA15	744	1043	0	547	1664	1189
BHLHA15_64030	BHLHA15	1060	104	296	384	893	477
BHLHA15_64031	BHLHA15	2355	492	340	1528	2017	1427
BMPER_64032	BMPER	1	332	0	514	673	576
BMPER_64033	BMPER	2	151	0	361	377	319
BMPER_64034	BMPER	474	901	0	2	435	210
BMPER_64035	BMPER	633	460	0	1	606	481
ZNF800_64036	ZNF800	1	482	599	1	645	381
ZNF800_64037	ZNF800	585	0	0	0	874	594
ZNF800_64038	ZNF800	972	813	2	643	917	747
ZNF800_64039	ZNF800	349	1687	0	2	954	1006
CNBD1_64040	CNBD1	0	614	0	2	392	331
CNBD1_64041	CNBD1	0	0	0	0	294	266
CNBD1_64042	CNBD1	587	472	0	3	288	183
CNBD1_64043	CNBD1	4	940	0	1	451	241
SLC30A8_64044	SLC30A8	249	644	0	0	644	491
SLC30A8_64045	SLC30A8	597	516	0	1	529	425
SLC30A8_64046	SLC30A8	1354	211	0	317	1349	1073
SLC30A8_64047	SLC30A8	902	1336	2	437	1766	1198
COL22A1_64048	COL22A1	2122	641	3	2	906	855
COL22A1_64049	COL22A1	1239	12	2107	845	1674	1197
COL22A1_64050	COL22A1	1	2	1366	0	94	82
